CHR Start Stop Strand
11 66255199 66255488 -1
11 72033364 72033671 -1
12 120527084 120527379 -1
12 93436115 93436403 -1
15 40802168 40802468 -1
15 44509189 44509506 -1
15 84986615 84986910 -1
16 23507643 23507826 +1
16 74316915 74317182 +1
18 12850208 12850505 +1
19 1511186 1511472 -1
19 19402053 19402357 -1
19 40708645 40708953 +1
20 47534632 47534914 +1
21 28736473 28736767 +1
3 179337344 179337635 -1
4 3394159 3394462 -1
6 149640538 149640846 -1
6 162249863 162250167 +1
6 26668729 26668940 -1
7 44078181 44078486 +1
8 125317198 125317496 -1
9 131209392 131209693 -1
 "X" 139920079 139920369 +1
1 113035567 113035829 -1
1 156268971 156269269 -1
1 19158452 19158761 -1
1 193168530 193168823 -1
1 36233950 36234235 -1
1 9791317 9791533 -1
10 123002236 123002535 +1
10 97493737 97494043 +1
11 11859821 11860109 +1
11 46588054 46588349 +1
11 62828120 62828412 -1
11 9252852 9253152 -1
11 9467570 9467866 +1
12 120304871 120305188 +1
12 32000704 32001000 -1
12 48662115 48662404 -1
12 79909853 79909999 -1
14 102641318 102641613 +1
14 34787402 34787710 +1
15 58920673 58920975 +1
16 70249703 70249976 +1
16 78527284 78527593 -1
17 15981625 15981920 +1
17 18351847 18352144 -1
17 27321863 27322176 -1
17 30489101 30489398 +1
17 64756719 64757016 -1
19 14711417 14711657 +1
19 15312653 15312944 +1
19 34444524 34444827 +1
19 45040702 45040957 +1
19 4653474 4653797 +1
19 7408760 7409053 +1
2 135767083 135767386 +1
2 201104922 201105210 +1
2 207520137 207520447 +1
2 27353428 27353700 -1
2 32088362 32088664 +1
2 44355265 44355556 +1
2 61270437 61270735 -1
2 85010189 85010477 +1
20 32696703 32697003 +1
20 36906796 36907091 -1
3 125484828 125485092 +1
3 184318592 184318904 -1
4 108616720 108617008 -1
4 109567555 109567641 -1
5 132919567 132919863 +1
5 61387381 61387582 +1
6 10729124 10729432 -1
6 10755672 10755969 +1
7 131430939 131431250 +1
7 40156181 40156469 +1
7 6478163 6478416 -1
7 75905200 75905474 -1
8 42288104 42288416 +1
9 33878333 33878633 +1
9 88407156 88407434 -1
1 100023726 100024027 +1
1 154251981 154252274 -1
1 1557511 1557806 +1
1 1837922 1838218 +1
1 231349727 231350029 +1
1 236797677 236798000 +1
1 28346800 28347102 -1
1 9270947 9271233 -1
10 103189325 103189631 +1
10 69195748 69196045 -1
10 72137246 72137554 +1
10 73377931 73378067 -1
10 74240014 74240231 -1
10 93049604 93049867 -1
11 47761312 47761615 +1
11 57680102 57680387 +1
11 67127099 67127418 -1
12 79910199 79910470 +1
14 31095802 31096111 +1
14 34611501 34611773 +1
15 64109490 64109834 -1
15 68126446 68126724 -1
15 74511608 74511910 -1
15 92889181 92889508 +1
16 198687 198979 -1
16 30048772 30049064 -1
16 30578056 30578355 +1
16 67557454 67557751 -1
16 68032687 68032928 +1
16 69314952 69315222 +1
17 10678955 10679246 -1
17 29404138 29404461 -1
17 35065971 35066149 +1
17 81595177 81595443 +1
18 21617720 21617983 +1
19 10901659 10901955 +1
19 1589682 1589845 +1
19 19189644 19189929 +1
19 19329951 19330279 -1
19 39529945 39530248 +1
19 40620943 40621242 -1
19 47612132 47612441 +1
19 4848954 4849271 -1
19 57773934 57774237 +1
19 810024 810316 +1
2 241250981 241251258 -1
2 42615008 42615211 +1
2 61194976 61195221 +1
2 65119223 65119486 +1
2 96719466 96719597 +1
20 48946530 48946799 -1
20 50867631 50867932 +1
21 42913725 42913870 -1
21 42982447 42982747 +1
22 31659596 31659880 -1
22 39043746 39044055 +1
22 41851485 41851794 -1
3 38384988 38385272 -1
3 42781579 42781859 -1
3 47205360 47205563 -1
4 151105270 151105544 +1
4 3139974 3140288 +1
4 41996456 41996748 +1
5 134154165 134154472 +1
5 140405959 140406256 +1
6 110749381 110749655 -1
6 34853555 34853861 -1
6 42042364 42042658 -1
6 75616467 75616764 +1
7 101838519 101838815 +1
7 133560273 133560583 -1
9 120785747 120786043 +1
9 130716072 130716395 -1
9 132341064 132341184 +1
9 34103986 34104279 +1
9 34185265 34185556 +1
9 34226223 34226536 -1
9 36627897 36628181 -1
9 37129956 37130252 +1
 "X" 15741475 15741775 -1
 "X" 70143909 70144208 +1
 "X" 9623404 9623706 +1
1 1113913 1114221 -1
1 150848536 150848831 -1
1 156040111 156040397 +1
1 1871996 1872277 -1
1 235284746 235284864 +1
1 235312691 235312974 +1
1 235320155 235320313 +1
1 24496622 24496932 +1
1 27902262 27902579 -1
10 102487143 102487409 +1
10 5786165 5786461 -1
10 67893541 67893841 -1
10 74660130 74660431 -1
11 117243993 117244280 -1
11 67137807 67138095 -1
11 67143017 67143306 -1
11 74750865 74751170 -1
12 110328290 110328587 +1
12 121209582 121209753 -1
12 121338307 121338617 +1
12 121469814 121470111 +1
12 122213247 122213523 +1
12 32700465 32700742 +1
12 65244665 65244953 +1
13 32640242 32640546 -1
14 102037144 102037453 +1
14 23096608 23096883 -1
14 70408839 70409213 -1
15 64375112 64375421 -1
15 65477139 65477406 +1
15 68068097 68068355 +1
15 74578162 74578473 -1
15 84642059 84642365 +1
15 84716718 84717021 -1
16 2307274 2307571 +1
16 30361004 30361307 +1
16 89241901 89242205 +1
16 89663837 89664117 +1
17 2597964 2598273 +1
17 28359624 28359912 +1
17 30810276 30810591 +1
17 42012805 42013106 -1
17 44422986 44423256 +1
17 47534962 47535269 +1
17 49702116 49702420 -1
17 51193623 51193920 -1
17 61994004 61994296 -1
17 6982681 6982989 +1
17 73004986 73005277 -1
17 78861598 78861847 -1
17 81850798 81850927 -1
17 82470880 82471173 +1
18 21057539 21057830 +1
19 1603320 1603639 +1
19 17129801 17130118 -1
19 18012304 18012612 +1
19 18067745 18067991 -1
19 45725457 45725762 +1
19 46750531 46750828 -1
19 56290576 56290700 +1
19 8394186 8394454 -1
19 9332966 9333259 -1
19 987064 987351 +1
2 135947124 135947437 +1
2 138500075 138500340 +1
2 169589828 169590157 +1
2 60759086 60759387 +1
20 18569569 18569873 -1
20 33714251 33714515 +1
20 35693681 35693982 +1
20 35784768 35785063 +1
20 3824650 3824947 +1
20 41153267 41153564 -1
22 21580437 21580743 -1
22 40566548 40566856 +1
22 40954790 40955086 -1
3 113887081 113887391 -1
3 128756055 128756374 +1
3 136623672 136623973 +1
3 136718642 136718938 +1
3 179430116 179430389 -1
3 185602911 185603211 -1
3 197735596 197735889 -1
3 47445874 47446172 -1
3 53250507 53250757 +1
3 63843112 63843417 -1
4 150508282 150508587 -1
4 153360861 153361131 -1
4 48583620 48583926 +1
4 86923476 86923783 +1
5 133961585 133961881 -1
5 134778020 134778316 -1
5 140536741 140537037 +1
5 149532411 149532687 +1
5 160058405 160058710 -1
5 171986125 171986431 +1
6 111705566 111705845 +1
6 34380078 34380351 -1
6 37891728 37892028 -1
6 89836114 89836387 -1
7 35813361 35813674 -1
7 44807739 44808032 -1
7 5740104 5740425 -1
7 64925430 64925736 -1
8 140446551 140446831 -1
8 30057055 30057352 +1
8 47576129 47576450 -1
8 85403777 85404085 -1
9 26994256 26994565 +1
9 37171458 37171677 -1
9 77940297 77940588 +1
 "X" 18902143 18902432 -1
 "X" 45816919 45817238 -1
 "X" 74266250 74266511 -1
1 21115705 21116021 -1
1 27459164 27459454 -1
19 57894097 57894381 +1
5 112736633 112736929 +1
7 21440567 21440851 +1
12 111914231 111914535 -1
14 103431397 103431563 +1
19 10128270 10128546 -1
2 28253121 28253416 +1
10 21907695 21907980 +1
11 66803440 66803724 -1
14 73193028 73193317 +1
15 74491421 74491741 -1
16 10405080 10405383 +1
2 53976213 53976506 -1
6 99437647 99437957 -1
1 93209780 93210067 +1
10 12387513 12387789 -1
10 34631634 34631896 -1
11 73884219 73884508 +1
12 133208213 133208503 +1
12 26961465 26961750 +1
12 62521910 62522201 +1
14 67286574 67286882 +1
16 30792254 30792549 -1
16 67840872 67841010 +1
17 4262302 4262561 -1
17 75056935 75057251 -1
2 48367842 48368141 -1
20 36787224 36787522 -1
20 47549694 47549998 -1
6 38121071 38121405 +1
6 73454433 73454729 +1
7 45742010 45742315 -1
8 94773753 94774063 +1
9 96913540 96913802 -1
 "X" 51808426 51808719 +1
1 36477762 36478057 -1
1 45303175 45303468 -1
10 103169338 103169626 +1
10 16666706 16667027 +1
11 47810196 47810490 -1
12 120040751 120041046 -1
12 123674615 123674830 +1
12 1274465 1274789 -1
13 60524816 60525109 +1
14 91430338 91430627 +1
15 92916557 92916850 -1
16 53440950 53441257 -1
17 28386011 28386323 +1
17 29227864 29228190 +1
17 59836919 59837214 +1
18 12829234 12829523 +1
19 14454920 14455125 -1
19 52844560 52844838 -1
19 53543267 53543566 -1
19 9866497 9866787 -1
2 10682795 10683082 -1
2 177360753 177361048 -1
2 32308112 32308408 -1
2 8280862 8281167 -1
22 17090026 17090311 -1
22 17211079 17211386 +1
22 49837881 49838195 -1
3 23960406 23960631 -1
5 116216522 116216833 -1
5 59110593 59110892 +1
6 149339593 149339888 -1
6 20587817 20588121 +1
6 42033890 42034148 +1
7 33013134 33013423 -1
8 118102872 118103166 +1
8 124696571 124696874 +1
8 124698501 124698821 -1
 "X" 136724477 136724788 -1
1 100944062 100944337 -1
1 155441765 155442065 -1
1 173722093 173722249 -1
1 179051654 179051947 -1
1 203855056 203855349 -1
1 22110286 22110582 -1
1 51357096 51357391 +1
1 62453982 62454283 -1
10 102511710 102512011 -1
10 63300610 63300904 +1
11 47150883 47151050 -1
11 47460293 47460571 -1
13 20818823 20819122 -1
13 28669369 28669631 -1
14 73137801 73138083 +1
15 34187856 34188168 +1
15 40728181 40728470 +1
15 75055601 75055902 -1
16 69123064 69123220 -1
16 78254070 78254383 -1
17 16111858 16112168 -1
17 2254335 2254634 -1
17 39326406 39326628 +1
17 44166244 44166555 -1
17 62041578 62041882 -1
17 67407952 67408253 -1
17 75366517 75366824 +1
17 75655663 75655981 -1
17 75883108 75883416 -1
17 80322373 80322586 +1
18 57658993 57659274 +1
18 79348693 79348998 +1
19 14417887 14418149 +1
19 15338158 15338460 -1
19 19168261 19168572 -1
19 19603299 19603571 -1
19 37916034 37916326 -1
19 37922087 37922387 -1
19 45724653 45724949 -1
19 48695394 48695550 +1
19 58265597 58265874 -1
2 46639125 46639426 +1
2 65253158 65253466 +1
20 33517721 33517942 -1
20 36936305 36936604 -1
20 41095036 41095345 -1
21 32485191 32485462 -1
22 40049602 40049902 -1
22 40078580 40078792 -1
22 40544739 40544923 +1
22 40630030 40630342 +1
3 105738921 105739209 -1
3 142184570 142184847 +1
3 177114323 177114599 -1
3 43464397 43464686 +1
3 47828176 47828484 +1
3 9999238 9999538 -1
4 6599091 6599374 -1
4 86971855 86972160 +1
5 179743046 179743351 -1
6 154957194 154957506 +1
6 42630809 42631103 -1
7 30559078 30559367 +1
8 120774672 120774953 -1
8 131890107 131890408 -1
8 23396043 23396319 +1
9 100207281 100207591 -1
9 111904883 111905075 +1
1 108593821 108594108 -1
1 1105237 1105529 +1
1 150734358 150734665 +1
1 1840247 1840531 +1
1 210365621 210365915 -1
1 21107169 21107471 -1
1 235821157 235821463 +1
1 246475360 246475646 +1
1 28044772 28045069 -1
1 42328676 42328966 -1
10 12640956 12641268 -1
10 26760933 26761237 -1
10 6176425 6176685 -1
10 63426093 63426368 +1
10 74325856 74326094 -1
10 74345884 74346191 -1
10 95630129 95630276 -1
11 118775848 118776153 +1
11 18581402 18581697 +1
11 46564974 46565283 +1
11 47158531 47158833 -1
11 47222332 47222645 -1
11 73080661 73080955 +1
11 73835616 73835901 +1
11 73873536 73873818 -1
12 109970211 109970522 +1
12 111465489 111465792 +1
12 49142060 49142367 -1
12 51211460 51211786 +1
12 68625639 68625935 +1
13 40636517 40636794 -1
13 40907647 40907931 -1
13 41249655 41249913 -1
13 99775537 99775808 -1
14 51267218 51267503 +1
14 63489411 63489707 -1
14 63986097 63986383 -1
14 90862459 90862762 -1
15 65737068 65737358 -1
15 65758318 65758611 -1
15 75511246 75511543 -1
16 10932691 10932902 -1
16 28608009 28608286 -1
16 69617874 69618175 +1
16 78665712 78665984 -1
16 87228 87536 -1
16 89969466 89969747 +1
17 18336383 18336680 +1
17 45049155 45049452 +1
17 45058423 45058721 -1
17 67604809 67605102 +1
18 45938178 45938484 +1
18 57666533 57666835 -1
19 1032777 1033078 -1
19 12659297 12659556 -1
19 16323192 16323490 +1
19 36463045 36463275 +1
19 39332062 39332349 +1
19 44663777 44663932 -1
19 45836644 45836857 -1
19 52617448 52617756 +1
19 57699689 57699997 +1
19 7545029 7545326 -1
2 128205127 128205417 -1
2 159534623 159534906 -1
2 25580317 25580534 +1
2 32152754 32153048 -1
2 32509252 32509552 -1
2 44509305 44509569 -1
2 88047541 88047828 -1
2 97794056 97794335 -1
20 34430467 34430777 -1
21 32536192 32536506 -1
21 37228749 37229032 +1
22 17089597 17089886 +1
22 17210586 17210887 -1
22 20525020 20525300 +1
22 20755518 20755831 +1
22 23733537 23733838 -1
22 26685701 26686001 -1
22 42987858 42988154 +1
3 136690226 136690536 -1
3 138731242 138731552 -1
3 160435112 160435402 -1
3 177082772 177083020 -1
3 195321610 195321910 -1
3 37101075 37101378 +1
3 47672772 47672987 -1
3 49072326 49072544 +1
4 127933995 127934265 +1
4 152444838 152445125 -1
4 39832873 39833221 +1
4 55969862 55970171 -1
4 83227959 83228252 +1
5 131154520 131154835 -1
5 131774041 131774327 -1
5 160014077 160014372 +1
5 179844270 179844374 +1
5 43023557 43023826 +1
6 149758876 149759174 -1
6 155251284 155251586 -1
6 24459249 24459552 -1
6 73424844 73425152 -1
6 99389113 99389424 -1
7 105053891 105054179 +1
7 152320247 152320548 -1
7 43683350 43683643 +1
7 55443644 55443942 -1
7 74674069 74674365 -1
7 99402601 99402908 +1
8 125093800 125094103 -1
8 38905174 38905470 +1
8 70562158 70562442 +1
9 109062687 109062988 +1
9 14568695 14568992 -1
9 2797728 2798012 -1
9 37346007 37346302 -1
9 96352755 96353030 +1
 "X" 134860098 134860386 -1
 "X" 41691921 41692058 -1
 "X" 41730705 41731002 -1
1 113120167 113120454 +1
1 114473939 114474200 -1
1 150790658 150790951 +1
1 151110519 151110760 -1
1 151446473 151446785 +1
1 151447103 151447384 +1
1 155451480 155451741 +1
1 155597192 155597462 +1
1 155763720 155764032 +1
1 161353700 161353830 +1
1 174167982 174168290 +1
1 202876736 202877037 +1
1 21131699 21131979 +1
1 25444576 25444871 -1
1 28452223 28452511 +1
1 39140636 39140943 +1
1 40723655 40723975 -1
1 42301199 42301501 -1
1 52205373 52205671 -1
1 6860627 6860939 +1
1 8684875 8685157 -1
1 8733828 8734132 +1
1 90914396 90914698 +1
1 91012270 91012507 +1
1 9791540 9791833 -1
10 103161569 103161745 +1
10 12074347 12074650 -1
10 123208670 123208973 -1
10 124635080 124635386 -1
10 27197645 27197930 -1
10 43489343 43489653 -1
10 5805400 5805677 -1
10 63287745 63288043 -1
10 68524897 68525066 +1
11 111857947 111858234 -1
11 33275045 33275337 -1
11 3958688 3958966 +1
11 65661065 65661326 -1
11 66163066 66163372 +1
11 67208488 67208787 +1
11 72923659 72923961 +1
12 118116535 118116685 +1
12 118365231 118365538 -1
12 121322740 121323054 +1
12 121502346 121502629 +1
12 121554903 121555195 +1
12 12377168 12377478 -1
12 49784680 49784969 +1
12 53539411 53539686 +1
12 54170987 54171299 -1
12 62398000 62398291 -1
12 95151268 95151562 -1
13 21427551 21427855 +1
13 49427431 49427697 +1
14 22915946 22916217 +1
14 34439356 34439490 +1
14 34616790 34617079 +1
14 39127787 39128093 +1
14 39321762 39322066 -1
14 52743835 52744123 -1
14 52784926 52785226 -1
14 64526759 64527054 +1
14 66516850 66517155 +1
14 91182980 91183295 -1
15 75053994 75054288 +1
16 103325 103436 -1
16 19762732 19763033 +1
16 22401368 22401670 +1
16 23396397 23396702 +1
16 28478940 28479035 -1
16 29858117 29858283 +1
16 4842353 4842660 -1
16 53844470 53844752 -1
16 68095347 68095653 -1
16 78546844 78547155 +1
16 81595376 81595688 -1
16 85044498 85044803 -1
16 85597477 85597769 -1
17 2353480 2353776 +1
17 35473938 35474173 -1
17 40242132 40242395 +1
17 49347282 49347563 +1
17 57368267 57368575 +1
17 63740228 63740544 +1
17 66761466 66761723 -1
17 67392837 67393153 +1
17 67494688 67494987 +1
17 75797225 75797534 -1
17 80562501 80562804 +1
17 81678894 81679183 +1
17 82632155 82632457 -1
18 24027559 24027858 -1
19 10624297 10624592 -1
19 1475400 1475709 +1
19 19164531 19164751 +1
19 19309202 19309492 +1
19 2083938 2084070 -1
19 40308793 40309081 +1
19 41430589 41430891 +1
19 52561549 52561845 -1
2 127845373 127845674 -1
2 135691901 135692209 -1
2 171804255 171804560 -1
2 202392710 202393010 +1
2 24257034 24257331 +1
2 25805691 25805976 -1
2 28304047 28304347 -1
2 31858646 31858924 -1
2 37103190 37103495 -1
2 42314077 42314370 +1
2 69461595 69461891 -1
2 8374789 8375090 -1
20 2925531 2925845 +1
20 32324746 32325038 +1
20 34608071 34608373 -1
20 34759025 34759339 -1
20 35536437 35536730 +1
20 35694143 35694443 -1
20 35813578 35813833 +1
20 36899818 36900109 +1
20 36910447 36910745 +1
20 56478213 56478501 +1
20 63724673 63724971 -1
22 20856431 20856728 -1
22 37627902 37628123 -1
22 38695444 38695746 -1
22 40526825 40527128 +1
22 50416680 50416978 +1
3 101427206 101427509 +1
3 119475530 119475826 +1
3 123211468 123211757 -1
3 129766979 129767277 +1
3 130106414 130106716 +1
3 136740472 136740779 -1
3 142022839 142023152 +1
3 15412474 15412752 -1
3 196809348 196809602 -1
3 33027907 33028202 -1
3 44574112 44574399 -1
3 4545691 4545980 -1
3 49289823 49290095 +1
3 49759902 49760195 -1
3 50039240 50039549 -1
3 51600684 51600988 +1
4 169566821 169567107 +1
4 185392945 185393228 -1
4 351236 351523 -1
4 39325400 39325682 -1
4 48855535 48855831 +1
4 73197547 73197835 +1
5 122804365 122804664 -1
5 131676475 131676751 +1
5 134382170 134382457 +1
5 134698321 134698618 +1
5 140546942 140547208 -1
5 173129440 173129738 +1
5 176405207 176405519 +1
5 37297382 37297679 -1
5 54070886 54071186 +1
5 77755722 77756032 +1
5 80095906 80096176 -1
6 107921453 107921750 -1
6 108255339 108255650 -1
6 109026892 109027182 +1
6 111556844 111557149 +1
6 118382605 118382848 -1
6 143421612 143421895 -1
6 144275586 144275832 +1
6 149724595 149724888 -1
6 38251618 38251908 +1
6 38419589 38419887 +1
6 42063169 42063399 -1
6 70681136 70681444 +1
6 72961894 72962177 +1
6 85625380 85625685 -1
6 89102136 89102430 -1
7 102041006 102041218 +1
7 130078529 130078817 -1
7 135483542 135483830 +1
7 135496811 135497105 -1
7 152374616 152374914 +1
7 17345034 17345326 +1
7 66928775 66929087 -1
7 74230811 74231124 +1
7 75630182 75630477 +1
7 99378063 99378368 -1
8 125309443 125309734 +1
8 42418180 42418431 -1
8 42456453 42456758 +1
8 55917205 55917473 -1
8 95047924 95048206 +1
8 99302512 99302808 -1
9 122297032 122297324 +1
9 124686704 124687004 -1
9 127464648 127464941 -1
9 127791831 127792180 +1
9 129948531 129948840 -1
9 131379624 131379923 -1
9 34202173 34202431 -1
9 78272217 78272325 -1
9 91294267 91294569 +1
 "X" 101032023 101032293 +1
 "X" 8117283 8117591 -1
"Y" 13356521 13356821 +1
"Y" 7355242 7355528 -1
1 100426144 100426411 -1
1 100436903 100437198 +1
1 10621339 10621644 -1
1 113861998 113862309 +1
1 113893273 113893554 -1
1 11797292 11797612 -1
1 12323944 12324188 -1
1 13767694 13767997 +1
1 145937847 145938145 +1
1 16442646 16442928 +1
1 169156035 169156335 +1
1 184791959 184792240 -1
1 200356557 200356774 +1
1 203814243 203814540 +1
1 21113732 21114017 +1
1 235345425 235345729 -1
1 23763909 23764190 -1
1 246555798 246556090 -1
1 246623780 246624080 +1
1 25496141 25496447 -1
1 27241890 27242191 -1
1 27464098 27464393 +1
1 27467634 27467900 +1
1 32845291 32845446 +1
1 35828522 35828820 -1
1 37586984 37587292 +1
1 42669421 42669584 -1
1 45658647 45658963 +1
1 50561545 50561823 +1
1 52751009 52751262 -1
1 62051326 62051626 -1
1 6676397 6676666 +1
1 77677057 77677355 +1
1 7920375 7920663 +1
1 87030271 87030498 +1
1 88764900 88765228 -1
1 92357536 92357831 -1
1 93334046 93334226 -1
1 93423449 93423750 +1
10 101992497 101992791 -1
10 103971293 103971566 -1
10 110050506 110050807 -1
10 112858525 112858771 +1
10 119214517 119214820 -1
10 12071489 12071713 +1
10 12364232 12364542 -1
10 15122423 15122718 -1
10 16755115 16755418 -1
10 18601700 18601986 +1
10 21862427 21862728 -1
10 28074284 28074592 -1
10 31972817 31973097 -1
10 45994060 45994379 +1
10 5872196 5872497 +1
10 68030157 68030464 +1
10 68523110 68523392 -1
10 74857736 74858047 +1
10 84351228 84351536 -1
10 87890717 87891006 -1
10 91822582 91822857 -1
11 102420799 102421069 +1
11 10244853 10245153 +1
11 117258951 117259255 -1
11 13412171 13412481 +1
11 13703199 13703384 -1
11 14353346 14353609 +1
11 18631291 18631576 +1
11 3750165 3750394 -1
11 3900587 3900875 -1
11 3937024 3937290 +1
11 46586126 46586410 +1
11 57710700 57710990 -1
11 64188385 64188682 -1
11 64331255 64331559 -1
11 65306284 65306607 -1
11 66833665 66833962 +1
11 73093928 73094245 +1
11 74233530 74233837 +1
11 85971453 85971758 +1
11 85971784 85972082 -1
11 8666827 8667107 -1
11 9199215 9199504 +1
11 9266428 9266715 -1
12 105339605 105339919 -1
12 109197885 109198197 -1
12 111472990 111473298 +1
12 112262627 112262915 -1
12 120813318 120813621 -1
12 122627374 122627658 -1
12 122630609 122630900 +1
12 1693520 1693832 -1
12 1698250 1698522 -1
12 50115559 50115849 -1
12 50147121 50147427 +1
12 50983028 50983229 -1
12 51221762 51222063 -1
12 57343186 57343488 -1
12 57416529 57416805 +1
12 6679977 6680264 -1
12 71850433 71850669 -1
12 874034 874166 +1
12 94281598 94281720 -1
12 94892161 94892451 -1
12 96539391 96539703 +1
13 24435635 24435944 +1
13 27229599 27229893 +1
13 28205555 28205852 +1
13 30800474 30800781 -1
13 32493990 32494306 +1
13 45161559 45161855 +1
14 102798357 102798649 +1
14 22916259 22916552 -1
14 34953939 34954244 +1
14 49804748 49805054 +1
14 49820486 49820617 +1
14 52739629 52739940 -1
14 63496220 63496459 +1
14 69619478 69619793 +1
14 73360883 73361189 -1
14 91150448 91150725 -1
14 92059538 92059847 +1
14 96530378 96530685 -1
14 96553231 96553532 +1
15 41294700 41294991 -1
15 50563863 50564161 -1
15 50899951 50900251 +1
15 57240599 57240905 +1
15 64465370 64465680 -1
15 64545198 64545498 -1
15 64956267 64956572 +1
15 65505073 65505368 +1
15 80092957 80093262 -1
15 91931473 91931769 -1
16 10404546 10404842 -1
16 12443461 12443750 -1
16 29822724 29823010 -1
16 349789 350069 -1
16 3959078 3959382 +1
16 48293927 48294240 -1
16 66807363 66807656 +1
16 67768238 67768550 +1
16 68199066 68199211 +1
16 70117814 70118108 +1
16 71760566 71760845 -1
16 71798282 71798497 -1
16 78452475 78452776 -1
16 85560125 85560422 -1
16 89244139 89244431 +1
16 8931190 8931462 -1
17 16172943 16173220 -1
17 16336744 16337033 -1
17 16357313 16357622 -1
17 2118259 2118547 +1
17 2161105 2161404 -1
17 2264619 2264917 +1
17 2339443 2339726 +1
17 2432285 2432582 +1
17 28791675 28791960 -1
17 28807378 28807685 -1
17 29437728 29438031 -1
17 39387277 39387574 -1
17 4174717 4175027 -1
17 45041836 45042125 +1
17 5026467 5026761 +1
17 60626380 60626692 -1
17 61904946 61905240 -1
17 66374716 66375032 -1
17 78337857 78338131 +1
17 78404279 78404540 -1
17 78985657 78985950 -1
18 3601560 3601859 +1
18 3855619 3855910 -1
18 55362161 55362335 +1
18 76815353 76815637 -1
19 10547482 10547647 +1
19 12115782 12116068 -1
19 12914606 12914908 -1
19 1385238 1385534 +1
19 13988015 13988300 -1
19 14000203 14000452 +1
19 16555933 16556231 +1
19 16569026 16569322 -1
19 1965809 1966098 -1
19 1996601 1996889 +1
19 24064519 24064825 -1
19 24118829 24119125 +1
19 29703708 29704000 +1
19 3640692 3640986 -1
19 37001692 37001999 -1
19 37239878 37240172 +1
19 37382717 37383006 -1
19 38406494 38406792 +1
19 40133151 40133438 -1
19 42231499 42231791 +1
19 4414123 4414426 +1
19 45426100 45426401 +1
19 45858518 45858814 -1
19 4660964 4661265 -1
19 5100430 5100714 -1
19 52072560 52072839 +1
19 52846232 52846496 -1
19 53377544 53377859 -1
19 5655177 5655480 +1
19 6803566 6803863 -1
19 8588797 8589090 -1
19 9769070 9769380 -1
2 101713313 101713612 +1
2 10620790 10621093 -1
2 112315583 112315879 -1
2 127409690 127409980 +1
2 144435325 144435620 +1
2 151432007 151432309 -1
2 157897387 157897688 -1
2 173967475 173967757 +1
2 183136807 183137102 +1
2 200909426 200909720 +1
2 201073943 201074252 -1
2 201161174 201161389 +1
2 201217920 201218220 -1
2 215319259 215319551 +1
2 218654803 218655123 +1
2 227489819 227490115 -1
2 230727402 230727714 -1
2 241287111 241287406 -1
2 26047403 26047721 -1
2 26097273 26097576 -1
2 31916231 31916524 -1
2 42174310 42174592 -1
2 42215069 42215352 -1
2 44183735 44184037 -1
2 44417147 44417424 +1
2 47847426 47847723 +1
2 61935822 61936103 -1
2 62861461 62861769 +1
2 64198905 64199198 +1
2 70065925 70066214 +1
2 86446420 86446720 +1
20 33818907 33819211 -1
20 34431757 34432068 +1
20 34780351 34780645 -1
20 35780217 35780524 -1
20 35890597 35890911 +1
20 3990575 3990894 +1
20 48925553 48925840 +1
20 5775923 5776238 -1
21 31722673 31722960 +1
21 33737900 33738208 +1
21 33972821 33972975 +1
21 39394048 39394347 +1
21 44093180 44093473 +1
21 46432635 46432919 -1
22 17995531 17995808 -1
22 21783179 21783471 -1
22 27938197 27938431 -1
22 27958602 27958903 -1
22 30364008 30364365 +1
22 36420600 36420901 -1
22 37694364 37694666 -1
22 38667002 38667309 -1
22 40374600 40374891 +1
3 10213916 10214227 -1
3 105455819 105456076 +1
3 128682850 128683161 -1
3 156707579 156707858 +1
3 177140021 177140313 +1
3 188793184 188793481 -1
3 196819159 196819461 +1
3 23895039 23895311 -1
3 23922033 23922255 +1
3 25644420 25644692 +1
3 27394021 27394316 -1
3 44364457 44364762 +1
3 47330730 47331031 -1
3 48931735 48932025 +1
3 49079035 49079263 +1
3 50022816 50023108 +1
3 50332812 50333108 +1
3 63887579 63887872 -1
3 71176594 71176763 +1
3 71426781 71427077 +1
3 9708991 9709305 +1
4 1293241 1293409 +1
4 139025528 139025819 +1
4 168916131 168916415 +1
4 2483819 2484128 -1
4 39762647 39762927 -1
4 70829038 70829189 -1
4 73057145 73057437 +1
4 83000005 83000193 -1
4 83043234 83043546 +1
5 115838806 115839141 +1
5 134698939 134699229 -1
5 134753964 134754270 -1
5 139339652 139339954 -1
5 141529801 141530088 +1
5 171409317 171409553 +1
5 180010358 180010659 -1
5 37355231 37355519 +1
5 54015010 54015343 +1
5 57254412 57254709 +1
5 78271139 78271442 +1
5 80134203 80134508 +1
6 106624665 106624963 +1
6 108056953 108057229 +1
6 110688103 110688336 +1
6 116704594 116704875 -1
6 122402562 122402850 -1
6 122435360 122435663 -1
6 144656420 144656579 -1
6 154881673 154881977 +1
6 162593870 162594167 +1
6 163550664 163550962 +1
6 36483939 36484234 -1
6 37832693 37832958 -1
6 37974402 37974691 -1
6 43536957 43537271 -1
6 90578260 90578574 -1
7 101246486 101246797 -1
7 102041256 102041549 -1
7 102127866 102128137 -1
7 105347354 105347478 -1
7 105724291 105724603 +1
7 107229168 107229458 +1
7 116989578 116989848 +1
7 127687687 127687984 -1
7 130989754 130990057 +1
